id,title,title_english,type,source,episodes,status,airing,rating,score,rank,scored_by,popularity,favorites,members,synopsis,season,year,start,ending,studios,genres,ranking
44070,Tian Guan Cifu Special,Heaven Official's Blessing Special,ONA,Web novel,1,Finished Airing,False,PG-13 - Teens 13 or older,8.5,143,27753,3175,508,53480,"Xie Lian and Hua Cheng recount their recent adventures during a quiet night at Puqi Shrine. Amidst the serenity, the Crimson Rain Sought Flower reveals a little more about Xie Lian's true character, and an embarrassing memory reminds him of how much he has changed since his previous ascensions. However, no matter how much time has passed, Xie Lian never fails to believe in the good he sees in the people around him. Though the heavens may ridicule him, his words and actions have earned him the most devout of followers.

[Written by MAL Rewrite]",,2021,2021-02-16,,Haoliners Animation League,Action;Adventure;Drama;Fantasy,11
37208,Mo Dao Zu Shi,The Master of Diabolism,ONA,Web novel,15,Finished Airing,False,R - 17+ (violence & profanity),8.46,162,82941,1067,6900,240398,"Xian: the state of immortality that all cultivators strive to achieve. However, there is a dark energy that lies underneath—the forbidden Mo Dao, or demonic path. Through an unfortunate series of tragedies, this is the path that cultivator Wei Wuxian experiments with during his teachings. His rise in power is accompanied by chaos and destruction, but his reign of terror comes to an abrupt end when the cultivation clans overpower him and he is killed by his closest ally.

Thirteen years later, Wei Wuxian is reincarnated in the body of a lunatic and reunited with Lan Wangji, a former classmate of his. This marks the beginning of a supernatural mystery that plagues the clans and threatens to disrupt their everyday life.

Mo Dao Zu Shi follows these two men on their mission to unravel the mysteries of the spiritual world. Fighting demons, ghosts, and even other cultivators, the two end up forming a bond that neither of them had ever expected.

[Written by MAL Rewrite]",,2018,2018-07-09,2018-10-06,B.CMAY PICTURES,Action;Adventure;Drama;Fantasy;Mystery,12
38450,Mo Dao Zu Shi: Xian Yun Pian,The Master of Diabolism Season 2,ONA,Web novel,8,Finished Airing,False,R - 17+ (violence & profanity),8.46,163,51790,2062,1266,110679,"Continuing his masquerade as the deranged lunatic from the Lanling Jin Clan, Wei Wuxian resides in the Cloud Recesses while his former cultivation classmate, Lan Wangji, searches for answers about the demonic severed arm they have in custody. With an overwhelming dark energy emanating from the arm, the two are forced to work together in order to keep it contained. However, the demonic arm is not the only dark force lurking in the region, and as spiritual tensions rise in the mountains of the Gusu Lan Clan, it is up to the two of them to try and restore the natural order.

The story of Wei Wuxian's fall from grace continues as more light is shed on his descent into the path of demonic cultivation. The demonic arm only further strains his mischievous spirit. This is the time for him to prove that he has truly broken free from the forbidden path and is not the maniacal sorcerer that everyone remembers him to be.

[Written by MAL Rewrite]",,2019,2019-08-03,2019-09-21,B.CMAY PICTURES,Action;Adventure;Drama;Fantasy;Mystery,13
35737,Pluto,Pluto,ONA,Manga,8,Finished Airing,False,PG-13 - Teens 13 or older,8.46,164,85116,1274,2592,198263,"Gesicht, an android police detective of Europol, is tasked with finding the murderer of Montblanc, a retired war hero robot. Although it appears that only a robot could have committed this crime, the murder of a renowned robot rights activist casts doubts on the criminal's identity. Indeed, outside of an isolated and unexplained incident that occurred eight years ago, robots are programmed to be unable to kill human beings. However, the lack of human evidence on the crime scene and the similarity of modus operandi lead Gesicht to suspect that the two murderers might be the same being—be they man or robot.

Shortly after Montblanc's passing, another retired elite war robot is mysteriously eliminated. Gesicht notices a pattern in the choice of murder victim: both dead robots belonged to a group of the seven most powerful war machines ever designed. Determined to stop the murderer from eliminating the five remaining veterans, Gesicht seeks help from Atom, a cutting-edge android who resembles a human boy. The duo must now hunt down the rogue killer before the series of murders is carried on, lest the very fabric of society suffer irremediable damage.

[Written by MAL Rewrite]",,2023,2023-10-26,,Studio M2,Action;Mystery;Sci-Fi;Suspense,14
51039,Doupo Cangqiong: Nian Fan,,ONA,Novel,157,Currently Airing,True,PG-13 - Teens 13 or older,8.44,173,2979,7008,300,9028,Fifth season of Doupo Cangqiong.,,2022,2022-07-31,,Motion Magic,Action;Adventure;Fantasy,15
40730,Tian Guan Cifu,Heaven Official's Blessing,ONA,Web novel,11,Finished Airing,False,PG-13 - Teens 13 or older,8.42,188,68820,1567,5770,158456,"The heavens shake, the thunder rumbles, and Xie Lian appears with an apologetic smile—again! Eight hundred years prior, he was a beloved martial god, known as the Crown Prince of Xianle. Now, he ascends to the heavenly realm for the third time, but simply as a pitiful scrap-collecting god with no followers behind him. 

On his first mission, Xie Lian finds himself alone in the dark moonlit night. There, a gentle man dressed in red guides him through the forest. However, as abruptly as he appeared, the man suddenly dissipates into a swarm of silver butterflies.

Xie Lian later learns that this mysterious stranger was none other than Hua Cheng, the Crimson Rain Sought Flower, a Ghost King feared by both demons and gods alike. But before Xie Lian can figure out why Hua Cheng would help a Heavenly Official like himself, he meets San Lang. A young man possessing great knowledge on not only the Ghost King, but also the now forgotten Crown Prince, San Lang decides to accompany Xie Lian on his journey of unveiling the mysteries of the past.

[Written by MAL Rewrite]",,2020,2020-10-31,2021-01-02,Haoliners Animation League,Action;Adventure;Drama;Fantasy,16
45556,Wu Liuqi: Xuanwu Guo Pian,Scissor Seven (2021),ONA,Original,10,Finished Airing,False,R - 17+ (violence & profanity),8.42,189,39231,2720,838,71552,"In order to protect the residents of Xiaoji Island and the peaceful life here, Wu Liuqi and his partners Dabao and Xiaofei embark on a journey to the Xuanwu Kingdom to find out the truth about his identity and a way to save the island. Waiting for them is more unknowns and adventures.

(Source: bilibili, edited)",,2021,2021-01-21,2021-05-05,Sharefun Studio,Action;Adventure;Comedy;Drama;Mystery,17
56523,Tunshi Xingkong 3rd Season,Swallowed Star 3rd Season,ONA,Novel,33,Finished Airing,False,PG-13 - Teens 13 or older,8.35,238,1517,10525,35,2959,Third season of Tunshi Xingkong.,,2022,2022-09-14,2023-04-26,Sparkly Key Animation Studio,Action;Adventure;Fantasy;Sci-Fi,18
50407,Wu Shan Wu Xing: Xichuan Huan Zi Lin,Fog Hill of Five Elements,ONA,Original,4,Finished Airing,False,R - 17+ (violence & profanity),8.34,243,4521,5694,109,15102,Second season of Wu Shan Wu Xing.,,2023,2023-07-26,2023-08-16,Samsara Animation Studio,Action;Fantasy;Supernatural,19
37822,Douluo Dalu 2nd Season,,ONA,Novel,237,Finished Airing,False,PG-13 - Teens 13 or older,8.33,247,9498,4946,470,21689,Second season of Douluo Dalu.,,2018,2018-12-01,2023-06-10,Sparkly Key Animation Studio,Action;Adventure;Fantasy;Supernatural,20
56524,Tunshi Xingkong 4th Season,Swallowed Star 4th Season,ONA,Novel,71,Currently Airing,True,PG-13 - Teens 13 or older,8.32,263,1117,10048,98,3411,Fourth season of Tunshi Xingkong.,,2023,2023-10-03,,Sparkly Key Animation Studio,Action;Adventure;Fantasy;Sci-Fi,21
49571,Tunshi Xingkong 2nd Season,Swallowed Star 2nd Season,ONA,Novel,26,Finished Airing,False,PG-13 - Teens 13 or older,8.29,291,2493,7813,131,6865,Second season of Tunshi Xingkong.,,2021,2021-12-29,2022-09-07,Sparkly Key Animation Studio,Action;Adventure;Fantasy;Sci-Fi,22
44412,Doupo Cangqiong 4th Season,Fights Break Sphere 4th Season,ONA,Novel,24,Finished Airing,False,PG-13 - Teens 13 or older,8.24,341,4144,7242,108,8377,"To awaken his teacher Yao Cheng, Xiao Yan travels to the capital for a meeting of the pill masters. His power was immediately noticed, people who wanted to use it, but at the decisive moment Xiao Yan still becomes a champion and defends the honor of the empire. But Xiao Yan is waiting for a meeting, for which he has been preparing for three whole years...",,2021,2021-03-28,2021-08-29,Motion Magic,Action;Adventure;Fantasy;Romance;Supernatural,23
40784,Wu Liuqi: Zui Qiang Fa Xing Shi,Scissor Seven (2019),ONA,Original,10,Finished Airing,False,PG-13 - Teens 13 or older,8.23,357,49027,2454,577,84291,"Seeking to recover his memories, a scissor-wielding hairdresser, bungling quasi-assassin stumbles into a struggle for power among two feuding factions.

(Source: IMDb)",,2019,2019-10-23,2020-01-01,Sharefun Studio,Action;Comedy;Drama;Mystery,24
52684,Shen Yin Wangzuo 2nd Season,Throne of Seal 2nd Season,ONA,Web novel,0,Currently Airing,True,PG-13 - Teens 13 or older,8.22,370,2075,8591,125,5460,"Revealing himself to be a Dual Knight, Long Hao Chen triumphs in his match within his temple and advances to the finals. But before the grand finals can begin, ranking matches are conducted in each temple to determine the strongest within. During the rankings, Hao Chen is injured, enraging Sheng Cai'er and driving her to seek vengeance for what happened to him. Her actions cause a fight between the Knight Temple and Assassin Temple, only to be subdued after a shocking revelation—that Sheng Cai'er is a Reincarnated Saint.

The finals for the Demon Hunting Team Competition begin with the division of the sixty remaining participants into six groups. The top sixteen participants are then further pitted against each other to determine the top three. Each of the top three will be rewarded with a spiritual stove and the right to pick their teammates.

In order to become a knight that is capable of defeating the Demon Lord, Long Hao Chen must strive to be first in this competition so he can select the best teammates to give him a fighting chance.

[Written by MAL Rewrite]",,2022,2022-11-10,,Shenman Entertainment,Action;Adventure;Fantasy,25
55809,Xian Ni,Renegade Immortal,ONA,Novel,76,Currently Airing,True,PG-13 - Teens 13 or older,8.21,376,1125,9162,107,4545,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal!

(Source: Xian Ni Wiki)",,2023,2023-09-25,,BUILD DREAM,Action;Adventure;Fantasy,26
57067,Fanren Xiu Xian Chuan 3rd Season,A Record of Mortal's Journey to Immortality Season 3,ONA,Web novel,48,Finished Airing,False,PG-13 - Teens 13 or older,8.21,379,751,11764,23,2040,Third season of Fanren Xiu Xian Chuan.,,2023,2023-11-25,2024-10-19,Original Force;Wonder Cat Animation,Action;Adventure;Fantasy,27
37078,Quanzhi Gaoshou Specials,The King's Avatar (2018),ONA,Web novel,3,Finished Airing,False,PG-13 - Teens 13 or older,8.2,389,55947,2080,349,109011,"The All-Star Tournament is a three-day event that allows e-sports participants from various professional clubs to display their skills, while also giving casual Glory players the chance to interact with pros in the flesh.

Retired top-tier Glory player Ye Xiu agrees to watch the tournament together with Tang Rou and Chen Guo after the latter manages to get ahold of three tickets. It is a strange sensation for Ye Xiu, as unlike previous occasions, this time he attends the tournament as a spectator, not a participant. However, despite his attempts to keep a low profile, events in the All-Star Tournament may force the former Glory legend back into the limelight.

[Written by MAL Rewrite]",,2018,2018-04-27,2018-05-11,Colored Pencil Animation,Action,28
55655,Cang Yuan Tu,The Demon Hunter,ONA,Web novel,26,Finished Airing,False,PG-13 - Teens 13 or older,8.19,401,1197,10309,53,3131,"Meng Chuan witnessed his mother killed before his eyes, so he trained very hard hoping to one day avenge her death. But his peaceful days were broken as his wedding engagement was called off, an invasion by foreign forces, the sanctuary fell into enemy hands... In order to protect the people of Ning City, he picked up his sword and vowed to be the strongest. This is a heavy responsibility and a long journey",,2023,2023-06-22,2023-12-07,Shenman Entertainment,Action;Adventure;Fantasy,29
40435,Mo Dao Zu Shi Q,The Founder of Diabolism Q,ONA,Web novel,30,Finished Airing,False,PG-13 - Teens 13 or older,8.19,406,9853,4607,245,25632,"The cultivation classes in the Cloud Recesses have started, and Wei Wuxian is as mischievous as ever. From getting in trouble for cheating to tempting the ever-so-cold and stoic Lan Wangji into breaking one of the three thousand strict rules of the Gusu Lan Clan—he's done it all. Although almost everything Wei Wuxian does is against Lan Wangji's principles, an unbreakable bond forms between the two. 

This chibi spin-off is a refreshing compilation of the hilarious and adorable moments of Mo Dao Zu Shi that shows not only how impish Wei Wuxian can be, but also the bashful side of the icy Lan Wangji.

[Written by MAL Rewrite]",,2020,2020-07-31,2021-01-29,B.CMAY PICTURES,Comedy;Fantasy,30
54029,Wu Liuqi: Anying Suming,Scissor Seven: Shadow Fate,ONA,Original,10,Finished Airing,False,R - 17+ (violence & profanity),8.19,411,14198,4360,187,28825,"The protagonist Wu Liuqi originally lived a carefree life on Xiaoji Island, but his identity became a mystery due to amnesia. As outsiders landed on the island and recognized Wu Liuqi, various conspiracies began to cover Xiaoji Island. So Wu Liuqi decided to return to Xuanwu Kingdom to meet his destiny in order to protect his partners and their homeland. 

(Source: Bilibili, Google translated)",,2023,2023-01-18,2023-03-15,Sharefun Studio;AHA Entertainment,Action;Adventure;Comedy;Drama;Mystery,31
49590,Yojouhan Time Machine Blues,The Tatami Time Machine Blues,ONA,Novel,6,Finished Airing,False,PG-13 - Teens 13 or older,8.18,414,13491,3412,310,46664,"On a hot summer day in Kyoto, a young man walks toward his apartment, dreaming of turning on the air conditioner and cooling down. But before he can turn his dream into reality, disaster naturally strikes in the form of Ozu, who spills soda all over the remote. With the air conditioner rendered completely unusable, the man and his friends are left to suffer in the terrible August heat.

Just when all hope seems lost, the group finds a true-to-life time machine in their storage room. Not knowing the dire consequences of doing so, they decide to travel back to the past and grab the remote before Ozu even has a chance to destroy it. What awaits them on the other side is a staggering adventure none of them are prepared for.

[Written by MAL Rewrite]",,2022,2022-09-14,2022-10-12,Science SARU,Comedy;Mystery;Romance;Suspense,32
49909,Kotarou wa Hitorigurashi,Kotaro Lives Alone,ONA,Manga,10,Finished Airing,False,PG-13 - Teens 13 or older,8.17,430,96189,1485,2181,168914,"One day, manga author Shin Karino is greeted by four-year-old Kotarou Satou, his new next-door neighbor, who gifts him a box of tissues. In Karino's eyes, Kotarou is an odd kid: he speaks in an extremely formal manner, and he lives alone in his apartment—no parents or relatives in sight. But Kotarou neither seems to mind, nor wants to rely on people.

Feeling sympathetic toward Kotarou's circumstances, Karino decides to follow Kotarou to a bathhouse in case something might happen to him and there he comes to understand the little boy is not so different from him. Little by little, Karino—along with the other residents of the apartment complex—grows fond of Kotarou and his antics. At the same time, Kotarou himself might have found something akin to a family in his unique neighbors.

[Written by MAL Rewrite]",,2022,2022-03-10,,LIDENFILMS,Slice of Life,33
44042,Holo no Graffiti,Holo Graffiti,ONA,Other,0,Currently Airing,True,PG-13 - Teens 13 or older,8.16,450,17885,3077,1902,56757,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps.

[Written by MAL Rewrite]",,2019,2019-05-05,,Hololive Production,Comedy,34
49574,Yi Nian Yong Heng: Chuan Cheng Pian,A Will Eternal 2nd Season,ONA,Novel,54,Finished Airing,False,PG-13 - Teens 13 or older,8.16,457,2222,7636,93,7262,Second season of Yi Nian Yong Heng.,,2022,2022-07-20,2023-07-12,B.CMAY PICTURES,Action;Adventure;Fantasy,35
51335,Shen Yin Wangzuo,Throne of Seal,ONA,Web novel,26,Finished Airing,False,PG-13 - Teens 13 or older,8.12,490,3035,7256,139,8322,"Six thousand years ago, mankind's glorious reign ended as a result of an invasion of the demon race, brought about by the emergence of 72 demon gods. To safeguard the remnants of humanity, the Alliance of Temples appeared to stop the demons' progress and temporarily stabilize the situation.

At present, nine-year-old Long Hao Chen is training to become a part of the Knight Temple Hall. Through sheer dedication and the support of his companions, he passes the knight exam. Now, under the tutelage of his teacher Long Xing Yu, Long Hao Chen endures the Holy Resurrection Ritual to ascertain his capability. The ritual reveals that Long Hao Chen is a Son of Light—an individual who possesses a vast amount of spiritual energy.

Recognizing his disciple's promising potential, Long Xing Yu urges Long Hao Chen to become a strong knight capable of defeating the Demon Lord alongside him. With countless challenges awaiting him, Long Hao Chen may be the warrior that can end the era of darkness.

[Written by MAL Rewrite]",,2022,2022-04-28,2022-09-29,Shenman Entertainment,Action;Adventure;Fantasy,36
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,The Disastrous Life of Saiki K.: Reawakened,ONA,Manga,6,Finished Airing,False,PG-13 - Teens 13 or older,8.11,510,143036,1109,471,233032,"Kusuo Saiki is a high school student who possesses a wide range of psychic abilities. While many may believe these abilities to be a gift, to Kusuo, they are a curse as he must fight strange odds in order to try to live a normal life. Forced to use his psychic powers to protect his secret or to make up for his father's incompetence at work, will Saiki eventually come to realize how his powers can actually help his friends and family?

[Written by MAL Rewrite]",,2019,2019-12-30,,J.C.Staff;Egg Firm,Comedy,37
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,JoJo's Bizarre Adventure: Stone Ocean,ONA,Manga,12,Finished Airing,False,R - 17+ (violence & profanity),8.1,520,306719,432,7133,540773,"Conspiring forces frame Jolyne Kuujou for a reckless crime, landing her in the infamous Green Dolphin Street Jail. Much like her father Joutarou, Jolyne is brash, brave, and just; she rails against her unfair sentence and quickly discovers the sinister circumstances that led to her incarceration.

A gift from her absent father grants Jolyne the power of Stone Free, a supernatural ability known as a Stand that allows her to unravel her body into string. Jolyne uses Stone Free to battle her way through the prison, recruiting new allies—Ermes Costello and Foo Fighters—to assist in her investigation. Together, the fearless women fight to uncover the menace behind Whitesnake, an enemy Stand responsible for the increasingly dangerous prisoners who are after Jolyne's life.

Through Jolyne, the Joestar lineage confronts the legacy of its one true enemy. Jolyne and her friends race to stop a disastrous plot and put an end to a culminating evil.

[Written by MAL Rewrite]",,2021,2021-12-01,,David Production,Action;Adventure,38
58689,Yuanshen: Jinzhong Ge,Genshin Impact: The Song Burning in the Embers,ONA,Game,1,Finished Airing,False,PG-13 - Teens 13 or older,8.07,570,2883,8806,22,5127,Animated short film about the backstory of the Knave from Genshin Impact.,,2024,2024-04-17,,,Action;Drama;Fantasy,39
59306,Zhan Shen: Fanchen Shenyu,Slay The Gods,ONA,Web novel,15,Finished Airing,False,PG-13 - Teens 13 or older,8.07,571,873,11243,42,2385,"It follows the journey of Lin Qiye, a blind high school student who unexpectedly becomes a night watchman, tasked with protecting the nation from ""mystical"" invasions as the mist descends and gods reawaken. Leading his team, he tirelessly eliminates mythical creatures that emerge in modern society and eventually sets out on the path of god-slaying, evolving from guarding his small family to defending the nation.

(Source: WeTV)",,2024,2024-07-31,2024-10-02,Shenman Entertainment,Action;Fantasy;Suspense,40
59150,Wu Liuqi: Jiyi Suipian,Scissor Seven: Fragments of Memory,ONA,Original,10,Finished Airing,False,R - 17+ (violence & profanity),8.06,574,1457,7443,29,7740,"In order to find his cherished partner, Wu Liuqi returns to Xuanwu Country and faces those forgotten fragments of memory. The dusty truth brings pain and anger, but now he is no longer alone. What is the purpose of having power? This time, Wu Liuqi has to make a new choice for his life...

(Source: official site)",,2024,2024-10-02,2024-11-20,Sharefun Studio;AHA Entertainment,Action;Adventure;Comedy;Drama;Mystery;Sci-Fi;Supernatural,41
59150,Wu Liuqi: Jiyi Suipian,Scissor Seven: Fragments of Memory,ONA,Original,10,Finished Airing,False,R - 17+ (violence & profanity),8.06,574,1457,7443,29,7740,"In order to find his cherished partner, Wu Liuqi returns to Xuanwu Country and faces those forgotten fragments of memory. The dusty truth brings pain and anger, but now he is no longer alone. What is the purpose of having power? This time, Wu Liuqi has to make a new choice for his life...

(Source: official site)",,2024,2024-10-02,2024-11-20,Sharefun Studio;AHA Entertainment,Action;Adventure;Comedy;Drama;Mystery;Sci-Fi;Supernatural,42
