id,title,title_english,type,source,episodes,status,airing,rating,score,rank,scored_by,popularity,favorites,members,synopsis,season,year,start,ending,studios,genres,ranking
16740,Hanamaru Youchien Special Preview,,PV,Manga,1,Finished Airing,False,PG-13 - Teens 13 or older,6.28,29071,1094,10594,0,2897,Preview for Hanamaru Kindergarten with a few scenes not included (or different) in the anime.,,2009,2009-10-16,,Gainax,Comedy,11
19581,Houseki no Kuni PV,,PV,Manga,1,Finished Airing,False,PG-13 - Teens 13 or older,6.64,29147,6881,5243,107,18685,"In the distant future, a new life form called Houseki is born. The 28 Houseki must fight against the Tsukijin who want to attack them and turn them into decorations, thus each gem is assigned a role such as a fighter or a medic. Though she hopes to fight the moon people, Phos is a gem who is given no assignment until the gems' manager Kongo asks her to edit a natural history magazine.

Note: This is a promotional video that was released through YouTube in commemoration of the publication of the manga's first volume.

(Source: AniDB, edited)",,2013,2013-07-19,,Studio Hibari,Fantasy,12
19811,Waanabi.jk,I wanna be!,PV,Web manga,2,Finished Airing,False,PG-13 - Teens 13 or older,5.07,29154,546,12832,0,1445,"Promotion videos for Kenichi Kuroi's web manga ""Waanabi.jk"", commissioned by Studio DEEN.",,2013,2013-07-29,2015-09-04,Studio Deen,Comedy,13
20359,Yamada-kun to 7-nin no Majo PV,,PV,Manga,1,Finished Airing,False,PG-13 - Teens 13 or older,7.25,29160,24920,3038,221,58243,"Shiraishi Urara is the top student in her school. One day, due to an accidental kiss, Urara finds herself in the body of the school delinquent, Yamada Ryuu! In trying to switch back to their own bodies, Urara and Ryuu discover that kissing causes them to switch bodies, which leads to their discovery that there are 7 witches in their school. They soon try to uncover the identities of the 7 witches... 
Promotional Video for the TV Series.

(Source: AniDB)",,2013,2013-08-25,,LIDENFILMS,Comedy;Supernatural,14
21409,The iDOLM@STER Cinderella Girls 2-shuunen Kinen PV,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,PV,Game,1,Finished Airing,False,PG-13 - Teens 13 or older,6.89,29191,1672,9148,1,4582,,,2013,2013-11-28,,A-1 Pictures,,15
21591,Wasure-boshi,,PV,Original,1,Finished Airing,False,G - All Ages,5.7,29197,638,13116,1,1329,SPring-8 Angstrom Compact free electron LAser's (SACLA) 5 minute pencil and watercolor anime short  narrated by Mamiko Noto and music by twoth.,,2013,2013-07-03,,,Fantasy,16
21607,Picotopia,,PV,Original,1,Finished Airing,False,G - All Ages,5.1,29199,870,12552,1,1577,RIKEN's (The Incorporated Administrative Agency Rikagaku Kenkyusho) promotional video with animation by Mirai Mizue and music by twoth.,,2013,2013-07-03,,Mirai Film,Avant Garde;Fantasy,17
25991,Bishoujo Mobage: Mobami-chan,,PV,Game,1,Finished Airing,False,PG-13 - Teens 13 or older,5.41,29320,1238,10663,1,2847,"DeNA promotional anime video for its line of mobile game. The mascot character for the line of games is called Mobami (a combination of ""mobile"" and ""beauty."")

(Source: ANN)",,2014,2014-08-14,,Trigger,,18
26019,Rokujouma no Shinryakusha!? PV,,PV,Light novel,1,Finished Airing,False,PG-13 - Teens 13 or older,6.56,29321,2435,7645,11,7237,A 6-minute promotion video of the novel.,,2010,2010-06-01,,SILVER LINK.,Comedy;Romance;Supernatural,19
27509,Toaru Majutsu no Index 10-shuunen Kinen PV,A Certain Magical Index 10th Anniversary PV,PV,Light novel,1,Finished Airing,False,PG-13 - Teens 13 or older,6.8,29327,5185,5774,15,14589,"To celebrate the ten years of Kazuma Kamachi's professional career as a writer, Dengeki released a video showing the main cast of Kamachi's works as they gather for the 10th anniversary event.

(Source: Toaru Majutsu no Index Wiki)",,2014,2014-09-10,,J.C.Staff,Action;Comedy;Sci-Fi,20
29609,Chinka,,PV,Original,1,Finished Airing,False,G - All Ages,5.01,29389,271,16479,0,546,"A promotional video for Chinka, a proposed anime series from Danny Choo's Studio Mirai production studio. Announced in 2010, the series never came to fruition. Choo describes the story as follows:

Since a few years ago, there have been many cases of arson.
In the rural town of Kiyotaki, situated in a beautiful mountain valley, the town folks are talking about the legendary arsonist, Akaneko [赤猫].

The police have completely given up on Akaneko, who has slipped through their fingers every time.

The town's only hope is its one and only firefighting team—the Mizuneko [水猫] Fire Brigade. But because of their destructive fire fighting ways, they too are feared by the town folk. Almost every night, Akaneko and the Mizuneko Fire Brigade fight fiercely, taking down many of the town's buildings in the process. The Mizuneko Fire Brigade have depleted most of the town's financial resources so the town ends up on the verge of bankruptcy. The town was in a critical state when Chinka, a girl with a superhuman ability to smell out fires appears. With her powers, the Mizuneko Fire Brigade close in on the true identity of Akaneko...

(Source: ANN, paraphrased)",,2010,2010-03-31,,Mirai Fusion,Action,21
29801,The iDOLM@STER Million Live! 1-shuunen Kinen PV,The iDOLM@STER Million Live! 1st Anniversary PV,PV,Game,1,Finished Airing,False,PG-13 - Teens 13 or older,5.94,29402,1034,9898,0,3582,,,2014,2014-02-27,,A-1 Pictures,Drama,22
29897,Beer Mukashi Mukashi,,PV,Original,1,Finished Airing,False,G - All Ages,5.42,29411,242,16484,0,545,A short puppet animation movie by Tadahito Mochinaga.,,1956,1956-01-01,,,,23
29933,MTV ID (Shunsuke Saitou),,PV,Original,2,Finished Airing,False,PG-13 - Teens 13 or older,4.99,29415,308,16455,0,549,Short animations by Shunsuke Saito made for Japanese MTV channel.,,2006,2006-01-01,2007-01-01,,,24
30514,Nisekoimonogatari,,PV,Other,1,Finished Airing,False,PG-13 - Teens 13 or older,6.78,29476,19040,3356,59,47948,"Trailer for a fake crossover anime created by Shaft as an April Fools' Day joke, celebrating their 40th anniversary.",,2015,2015-04-01,,Shaft,,25
30813,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e PV,Classroom of the Elite PV,PV,Light novel,1,Finished Airing,False,PG-13 - Teens 13 or older,7.03,29489,9952,4437,168,27811,Promotion video for Shougo Kinugasa and Shunsaku Tomose's light novel Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e.,,2015,2015-05-22,,Lerche,Comedy;Romance,26
31014,Aru Zombie Shoujo no Sainan PV,,PV,Light novel,1,Finished Airing,False,PG-13 - Teens 13 or older,4.87,29499,1099,11134,2,2464,"Promotional video for an anime adaptation of the Aru Zombie Shoujo novel series. Though uploaded in July 2012, the proposed adaptation never came to fruition.",,2012,2012-07-01,,,Action;Horror,27
31170,Youkai Ninpouchou Jiraiya!,,PV,Manga,1,Finished Airing,False,G - All Ages,5.21,29513,230,17314,0,461,"A promotional video for the manga of the same name. Premiered at Anime Japan 2015 and was subsequently released on Bandai Namco's YouTube channel on April 2, 2015.",,2015,2015-04-02,,,Action;Comedy,28
31467,Grendizer Giga,,PV,Manga,1,Finished Airing,False,R+ - Mild Nudity,5.46,29524,442,13748,0,1117,PV for Grendizer Giga manga.,,2015,2015-04-12,,,Action,29
31624,Tomato ni Natta Otokonoko,,PV,Original,1,Finished Airing,False,G - All Ages,5.02,29531,315,16080,1,596,The small story is about a boy that doesn't want to eat his tomatoes. Later he finds that his head has been replaced with one!,,2015,2015-08-28,,,,30
31894,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",,PV,Game,1,Finished Airing,False,PG-13 - Teens 13 or older,6.32,29553,884,10976,0,2581,Animation PV of The iDOLM@STER Million Live! included with the limited edition of release of the single THE IDOLM@STER LIVE THE@TER DREAMERS 01 Dreaming!,,2015,2015-09-30,,A-1 Pictures,,31
32144,Toshi Souzou Gakubu Shoukai,,PV,Original,2,Finished Airing,False,G - All Ages,5.58,29568,142,16496,0,544,"PVs for Asia University Department of Urban Innovation. The 1st video follows a student (played by Miho Tabata) in the department's program as she pursues her dream of building modern, comfortable cities through college lectures and interactive seminars. She goes on to study at Western Washington University in the U.S., a popular destination for Asian students studying overseas. At the video's end she has attained her dream by consulting on construction of a Japanese-themed shopping mall in Kuala Lumpur, Malaysia (""I'm building a town here that will make people happy!"").

(Source: ANN)",,2015,2015-09-15,2015-10-18,,Slice of Life,32
32191,Okitegami Kyouko no Bibouroku x Monogatari,The Memorandum of Kyoko Okitegami x Monogatari,PV,Light novel,1,Finished Airing,False,PG-13 - Teens 13 or older,5.79,29571,4014,6566,5,10540,A short promotional video cross-promoting Monogatari and Okitegami Kyouko no Bibouroku.,,2014,2014-10-15,,Shaft,Supernatural,33
32219,Raldessia Chronicles,Raldessia Chronicles,PV,Game,1,Finished Airing,False,G - All Ages,5.22,29573,363,14756,0,850,DeNA's promotional anime video for its mobile game Raldessia Chronicles.,,2013,2013-05-20,,,Action;Adventure,34
32289,Anison Nippon,,PV,Original,1,Finished Airing,False,G - All Ages,5.28,29581,617,13711,0,1128,Short animation by Rapparu.,,2014,2014-02-05,,,Action;Sci-Fi,35
32695,Match Shoujo PV,The Little Match Girl,PV,Manga,1,Finished Airing,False,PG - Children,5.73,29614,408,13736,2,1121,An animated commercial produced by studio NAZ to advertise Match Shoujo's manga series of the same name.,,2016,2016-02-10,,NAZ,,36
33455,Kakushigoto PV,,PV,Manga,1,Finished Airing,False,G - All Ages,6.47,29715,3256,6851,15,9541,A promotional video advertising the release of the first Kakushigoto manga volume.,,2016,2016-06-16,,Shaft,Comedy,37
33512,Animegatari x Koukaku Kidoutai Collab Eizou,,PV,Original,1,Finished Airing,False,G - All Ages,5.26,29717,791,10603,6,2889,A collaboration video between Animegatari and the Ghost in the Shell film made to promote the film.,,2015,2015-06-12,,,Comedy;Sci-Fi,38
33529,Kubbe PV Full ver.,,PV,Picture book,1,Finished Airing,False,G - All Ages,5.6,29723,157,18720,0,353,An extended PV promoting the upcoming ONA series of Kubbe Kort Animasjon. Almost no footage in this PV was used in the 24 episode ONA series and remains unique to this PV.,,2012,2012-05-15,,Echoes,Fantasy,39
33849,Nekoronde ID,,PV,Original,4,Finished Airing,False,G - All Ages,0.0,29743,0,20631,0,240,"TV Station IDs for Nekoronde. They feature the cats jumping into the actual TV and being a part of the program. Since the official site does not say when each one aired, their air date is listed as the upload day to the official youtube channel.",,2016,2016-05-14,,,Comedy,40
33872,Fujinkoron-senpai,,PV,Original,1,Finished Airing,False,PG - Children,5.02,29747,229,16771,0,513,"Short promotional video for the Fujinkoron magazine, starring employees of the editorial department.",,2016,2016-05-23,,HOTZIPANG,Comedy,41
34264,Ninja Bear the Animation★ PV,,PV,Original,1,Finished Airing,False,G - All Ages,0.0,29794,0,16414,0,553,"The Ninja International Kindergarten in the Land of White Goats is where kids trying to become the world's best ninjas go to school. Ninja Bear is aiming to become the master of the food chain or, in short, a master ninja! He's training night and day. Other colorful and unique characters like Hige-chan, Bunnie Antoinette, Ham Rock Star, and Usawan are classmates at the school. No challenge is too great for these cool guys! Enjoy their carefree and mischievous life at the Ninja Kindergarten!

And yet... wars created by adults seem to continue in every era. The Land of White Goats and the Land of Black Goats are in an all-out war over paper, a valuable resource for the goat kingdoms. How long will this seemingly endless struggle continue? What does fate have in store for Ninja Bear and his friends?

(Source: Official site)",,2016,2016-11-11,,KOO-KI,Comedy,42
34324,Chiryokumaru,,PV,Original,1,Finished Airing,False,PG-13 - Teens 13 or older,5.14,29798,1223,11174,0,2435,"Inside a majestic museum, a young warrior gets attacked by shadow beasts born from people's fear and uncertainty over what they don't know. The warrior fights against them using the energy charger on his waist, but soon the energy runs out. In this desperate situation, he finds a new, unexpected source of power.

(Source: YouTube)",,2016,2016-11-01,,Studio 4°C,Action,43
34453,Uma Musume: Pretty Derby PV,,PV,Game,1,Finished Airing,False,G - All Ages,6.58,29811,3310,6723,15,10027,"A promotional video by Cygames for their newest game project. The concept of the game seems to involve a mash-up of an idol-raising simulator with a horse-racing mechanic, except the idols and horses in question are moe, anthropomorphic horse girls.

(Source: Crunchyroll)",,2016,2016-03-25,,P.A. Works,Sports,44
34746,Fussa-shi PR Anime,Fussa City Promotion Animation,PV,Original,2,Finished Airing,False,G - All Ages,5.5,29833,131,16548,0,539,"Episode 1: This is Kaori who works at an international IT firm in Roppongi, Tokyo. Her plan to serve Japanese Sake made in Tokyo at a PR event she was in charge of was not accepted. Kaori who had lived overseas for a long time was unable to hide her frustration with this limitation because she was unable to understand the Japanese office customs and regulations.

Later, her colleague calmed her down and suggested she go to the Japanese Sake breweries to see the important traditional process of making Sake.

She discovered that it takes only an hour by train from Shinjuku to Fussa City, and there she visited two sake breweries. What she saw there was ….?

Episode 2: A young assistant director, Matsuko, who was struggling to find a location for the drama that was being shot the next week. When she consulted with Mr. Higuchi, Director of Shin Godzilla and Director Onoe, Fussa City in Tokyo was proposed to her. When I visited Fussa City the next day, she met Haraguchi-san, who was engaged in creative activities at the American House in the city during her school days. Looking around the city with three directors, the various expressions of the Fussa are emerging ...!

(Source: Official YouTube channel)",,2017,2017-01-09,2017-12-04,,Slice of Life,45
34751,Blood Lad: Kanketsu Kinen,,PV,Manga,1,Finished Airing,False,PG-13 - Teens 13 or older,6.51,29835,6495,4983,7,21295,A short conclusion memorial PV promoting the final tankoubon volume of the Blood Lad manga going on sale. The PV shows various moments throughout the whole manga.,,2017,2017-01-11,,Brain's Base,Action;Fantasy,46
34939,Tales of the Rays,Tales of the Rays,PV,Game,2,Finished Airing,False,G - All Ages,6.0,29857,1106,9025,3,4748,"Includes an animated promotional/opening video for the iOS/Android game Tales of the Rays and the main promotional video. Bandai Namco announced it was a sequel to Tales of the Rays and streamed the video on their official YouTube channel.

The game and videos star new characters Ickx Neve and Mileena Weiss along with a cast of returning characters from other Tales of games.

In a nontraditional manner, no new game app will be created, rather the current game app will receive a massive update and discontinue the main story line and start anew (several years later in-story) resetting the game play for all users. The story is said to take a darker tone.

The game's production was announced in 2015 and the official launch is expected some time later this year.

(Source: ANN, edited)",,2017,2017-02-17,2018-01-30,Wit Studio,Fantasy,47
35081,The iDOLM@STER Million Live! 4-shuunen Kinen PV,The iDOLM@STER Million Live! 4th Anniversary PV,PV,Game,1,Finished Airing,False,PG-13 - Teens 13 or older,6.56,29870,829,10693,5,2822,,,2017,2017-03-12,,A-1 Pictures,Comedy,48
35300,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden PVs,Puella Magi Madoka Magica Side Story: Magia Record,PV,Game,0,Currently Airing,True,PG-13 - Teens 13 or older,6.29,29878,1070,6088,57,12683,"The new heroine of Magia Record is Iroha, a magical girl on the hunt for her missing sister Ui in Kamihama. Also in Kamihama is Madoka, who's searching for the similarly-missing Homura.

(Source: Crunchyroll)",,2016,2016-09-30,,Shaft,Drama,49
35442,Niuniu Elise PV,Elise in Wonder Cooking,PV,Other,1,Finished Airing,False,G - All Ages,5.64,29886,128,19223,0,320,"The popular character Elise from the program ""WeChat"" is the star of a short animation from DMM Pictures. The Chinese program ""WeChat"" uses stamps similar to Japan's LINE service. The titular main character is a baking champ that lives in Sweet Town. 

(Source: ANN)",,2017,2017-03-22,,,Slice of Life,50
35684,Project Tokyo Dolls: Episode 0,,PV,Game,3,Finished Airing,False,PG-13 - Teens 13 or older,5.6,29929,169,16681,1,523,Anime promotion video series for the smartphone game Project Tokyo Dolls.,,2017,2017-06-05,2017-06-09,Wit Studio;Square Enix Visual Works,Action;Fantasy,51
35976,Shinmai 'FUREAI' Net. Concept Movie,Shinmai 'FUREAI' Net. Concept Movie,PV,Original,1,Finished Airing,False,G - All Ages,5.03,29964,154,18594,1,362,"A Shinmai 'FUREAI' Net. commissioned corporate message video. The company has several departments that assist people such as being a mediator for insurance sales, creating advertisement strategies in newspaper ads, organizing book sales, etc.",,2015,2015-12-25,,,Slice of Life,52
35981,Kino,Kino,PV,Original,2,Finished Airing,False,G - All Ages,5.61,29967,187,16568,1,536,"A Kino Tokyo Tree Products information video and mission statement hosted on their official youtube channel. 

After WW2 many trees were taken from Tokyo's mountains to rebuild towns. New trees were replanted densely but in the 70 years it takes time for them to mature, foreign markets have brought imported lumber to Japan. Now Tokyo's mountains are suffering due to unused mature lumber far too dense to support the original ecosystem of the mountains. Kino Tokyo Tree Products offers woods products, gifts, and crafts that embody traditional Japanese culture as well as responsible harvesting of the Tokyo mountain lumber.",,2013,2013-07-12,2014-07-06,Drawing and Manual,Slice of Life,53
36155,Bibury,Bibury,PV,Original,1,Finished Airing,False,G - All Ages,5.42,30021,1046,11870,0,1978,"A promotional video for the anime studio Bibury, founded by anime director Tensho. The studio is named after the town of Bibury in England. The video was published on the studio's website.

(Source: ANN, edited)",,2017,2017-08-19,,Bibury Animation Studios,Slice of Life,54
36297,Hachigatsu no Cinderella Nine PV,,PV,Game,1,Finished Airing,False,G - All Ages,5.68,30053,730,11708,0,2079,"The opening animation PV for Hachigatsu no Cinderella Nine, a mobile game app where you train/raise a group of high school girls to become baseball athletes so that they can make it to Koshien. The game was launched the following month for both iOS and Android.",,2016,2016-07-31,,A-1 Pictures,Sports,55
36577,Dungeon Meshi PVs,,PV,Manga,2,Finished Airing,False,G - All Ages,6.0,30114,1813,9021,4,4752,"Promotional videos with original animation for Dungeon Meshi.

The first episode is a stop-motion short in honor of the 5th tankoubon going on sale. It features Senshi's hands trying to prepare a walking mushroom. It is the same walking mushroom as shown in the manga's 1st volume in the ""Monster Tidbits"" bonus chapter.

The second episode is a traditional animated short in honor of the 8th tankoubon going on sale.",,2017,2017-07-31,2019-09-04,Trigger;dwarf,Fantasy;Gourmet,56
36639,Shadowverse PVs,Shadowverse,PV,Card game,0,Currently Airing,True,G - All Ages,5.89,30142,188,13327,1,1251,Assorted animated videos for Cygames' Shadowverse digital TCG. Japanese and English versions of these animated features were released on the same day on Cygames' official YouTube channel and at a later date on the Shadowverse's official YouTube channel.,,2015,2015-10-16,,,Fantasy,57
36643,Kairisei Million Arthur,Kai-ri-Sei Million Arthur,PV,Card game,2,Finished Airing,False,G - All Ages,5.54,30143,295,14361,1,946,"The animated promotional videos for Square Enix's Kairisei Million Arthur RPG mobile card game launched for iOS and Android on November 19, 2014. It is a sequel to the original game.",,2014,2014-11-18,2018-07-06,,Fantasy,58
36719,Pastel Kazoku,,PV,Web manga,1,Finished Airing,False,G - All Ages,5.25,30154,144,18921,0,339,An animated promotional video for the web manga of the same name.,,2016,2016-06-16,,,Comedy,59
36750,Horny,,PV,Original,1,Finished Airing,False,R+ - Mild Nudity,3.77,30160,729,13375,0,1232,An animated bumper from MTV Japan.,,2017,2017-01-01,,,Avant Garde;Ecchi,60
37241,Aware! Meisaku-kun: Human Academy Robot Kyoushitsu,,PV,Original,2,Finished Airing,False,G - All Ages,0.0,30252,0,19829,0,283,"Collaboration episodes between Aware! Meisaku-kun and Human Academy Robot Kyoushitsu, a robot building academy workshop with courses aimed towards pre-school to middle school aged children.",,2018,2018-02-01,,,Comedy,61
37318,Toji no Miko: Kizamishi Issen no Tomoshibi PVs,,PV,Game,2,Finished Airing,False,PG-13 - Teens 13 or older,5.98,30259,571,10858,2,2679,Short promotional animations for mobile game titled Toji no Miko: Kizamishi Issen no Tomoshibi.,,2018,2018-01-30,2018-02-13,,Action;Comedy,62
37802,Ongeki,,PV,Game,1,Finished Airing,False,G - All Ages,5.45,30351,256,15607,1,665,"A promotional anime for Ongeki, SEGA's new arcade music rhythm game. The arcade game's debut is set for Summer 2018.",,2018,2018-04-27,,J.C.Staff,Slice of Life,63
37906,Gaikan Chiba,Gaikan Chiba,PV,Original,1,Finished Airing,False,G - All Ages,5.6,30361,148,17661,0,432,Promotional anime for Tokyo Outer Ring Road (GAIKAN).,,2018,2018-05-16,,,Drama,64
38045,"""Calpis"" Hakkou Monogatari",,PV,Original,1,Finished Airing,False,G - All Ages,4.7,30381,363,15322,0,714,A Calpis (Calpico in the US) commissioned short about the history of the company and how their product is made today. A few scenes use live-action footage. The short is animated by Takaharu Shimizu who used a Rube Goldberg style of story telling.,,2018,2018-04-20,,,,65
38046,Kyoukaisenjou no Horizon Special,,PV,Light novel,1,Finished Airing,False,PG-13 - Teens 13 or older,6.36,30382,1183,8783,2,5161,"The Blu-ray Box set of Kyoukaisenjou no Horizon is slated to have an ""all-new bonus animation."" 

(Source: ANN)",,2018,2018-12-21,,Sunrise,Action;Fantasy;Sci-Fi,66
38153,Kouryuu Densetsu Villgust PV,Armed Dragon Fantasy Villgust Promotional Video,PV,Game,1,Finished Airing,False,PG-13 - Teens 13 or older,5.56,30393,165,17911,0,414,"4-minute promotional Anime featuring super-deformed versions of the main characters from the Villgust video game series.
Shown at the Tokyo Toy Show in 1990. Released 2 years before the Kouryuu Densetsu Villgust OVA.",,1990,1990-06-01,,,Action;Adventure;Comedy;Fantasy,67
38376,Factory,,PV,Original,2,Finished Airing,False,G - All Ages,4.74,30423,216,17472,0,447,"Two contributions by Mirai Mizue to the SPACE SHOWER TV Canvas 2.0.0 campaign. Space Shower TV is a music video channel in Japan similar to MTV. Between segments there are sometimes small animations featuring the station ID. The campaign was launched to invite all animators to come and submit works featuring the station's ID. The only requirement was that the animation is between 15-90 seconds in length. In order to encourage indie artists, all videos were shown on the specially created website; and 10 professional artists' creations (including Mirai Mizue) were already there to give examples of what Space Shower TV was looking for in content.",,2012,2012-06-08,,,Avant Garde,68
38744,Hangyakusei Million Arthur PV,Han-Gyaku-Sei Million Arthur,PV,Game,1,Finished Airing,False,PG-13 - Teens 13 or older,5.8,30467,486,11196,1,2421,"The animated PV for Square Enix's mobile MMORPG, Hangyakusei Million Arthur.

Britain is a land surrounded on all sides by sea. When threatened with an invasion from an unknown enemy, this land quickly falls into chaos. Britain's only hope is the guardian known as Arthur, the one who is chosen by the sacred sword Excalibur.

However, this title wasn't exclusive to just one hero. With the sacred sword deeming challengers worthy, this number quickly grew into the millions. As Arthurs, they fulfill their duty as a guardian, in this never-ending struggle against death. 

On the other hand, there are those who shoulder a different mission from these Arthurs. ""Destroy Excalibur"". These warriors are referred to as AGENT Arthurs. 

To destroy one million Excaliburs, they wield Excalibur. They are Arthurs, yet not Arthurs. This is a tale of rebellion for those struggling to prevent the end of the world.",,2018,2018-11-29,,,Action;Adventure;Fantasy,69
38777,Jujutsu Kaisen Official PVs,Jujutsu Kaisen Official PVs,PV,Manga,3,Finished Airing,False,G - All Ages,7.6,30482,14798,3215,1964,51896,"Just where do Curses, the fiendish spirits invisible to normal humans, come from? What is Sukuna Ryoumen, whose very existence grips the Jujutsu world in fear? And who exactly is Yuuji Itadori, the boy who recently became the center of attention in Jujutsu society?

No need to fear, for Satoru Gojou, the strongest Jujutsu sorcerer, has the answers! From the new sorcerers in training to the enemies they face, Gojou provides all you need to know about Jujutsu and the inner workings of the institution who protect us from Curses: the Tokyo Prefectural Jujutsu High School.

[Written by MAL Rewrite]",,2018,2018-12-03,2018-12-08,Yokohama Animation Laboratory,Fantasy,70
38849,"Kaibutsu ga, Umareta Hi.",,PV,Other,1,Finished Airing,False,PG - Children,5.63,30501,152,18926,0,338,"Okawara was commissioned to create this animated short to promote the live-action TV series Frankenstein's Love. Loosely based on Mary Shelley's Frankenstein, it depicts the lonely life of a monster over the course of more than a century.

(Source: NHK)",,2017,2017-03-31,,,Supernatural,71
39056,Mirai Koushi Harima SACLA NEX RAY,,PV,Original,1,Finished Airing,False,G - All Ages,5.6,30545,357,15019,0,785,,,2017,2017-10-12,,Kamikaze Douga,Sci-Fi,72
39618,Kagaku Manga Survival,,PV,Manga,1,Finished Airing,False,PG - Children,5.51,30654,155,18187,0,394,Short promotional anime for the learning manga of the same title.,,2019,2019-03-28,,Toei Animation;Gallop,Action;Comedy,73
39781,Keep Calm and Carry On,Keep Calm and Carry On,PV,Other,1,Finished Airing,False,G - All Ages,5.63,30681,178,18307,0,385,"Space Shower TV Station ID directed by Toshiaki Hanzaki, with music by Predawn (Miwako Shimizu). The video features the main cast from The Wonderful Wizard of Oz.",,2014,2014-10-14,,,Fantasy,74
39993,Isekai Quartet Relay PVs,,PV,Original,4,Finished Airing,False,PG-13 - Teens 13 or older,6.31,30735,3018,7519,3,7533,Relay PVs with original animation that was not reused in main series.,,2018,2018-10-27,2019-03-08,Studio PuYUKAI,Comedy;Fantasy,75
40001,Schoolyard,,PV,Original,1,Finished Airing,False,G - All Ages,5.55,30740,409,15136,1,755,"Space Shower TV Station ID directed by Kouhei Yoshino, with music by Serph.",,2018,2018-12-07,,Suspenders,Avant Garde,76
40002,Shapeshifter,,PV,Original,1,Finished Airing,False,G - All Ages,5.49,30741,250,16314,0,565,"Space Shower TV Station ID directed by Takashi Ohashi, with music by Tomggg.",,2019,2019-03-26,,,Avant Garde,77
